parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,pname,inst,ptype,pstyle,i,j,x,y,zone,usecol,idx0,idx1,idx2
salt_mg030,log,factor,1.6090000000E+01,4.8270000000E+00,2.7353000000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg031,log,factor,1.6090000000E+01,4.8270000000E+00,2.7353000000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg032,log,factor,1.8570000000E+01,5.5710000000E+00,3.1569000000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg033,log,factor,1.9110000000E+01,5.7330000000E+00,3.2487000000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg034,log,factor,1.7550000000E+01,5.2650000000E+00,2.9835000000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg035,log,factor,1.8740000000E+01,5.6220000000E+00,3.1858000000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg036,log,factor,1.8520000000E+01,5.5560000000E+00,3.1484000000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na000,log,factor,6.1800100000E+00,1.8540030000E+00,1.0506017000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na001,log,factor,6.9600100000E+00,2.0880030000E+00,1.1832017000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na002,log,factor,7.9300100000E+00,2.3790030000E+00,1.3481017000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na003,log,factor,7.7200100000E+00,2.3160030000E+00,1.3124017000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na004,log,factor,7.7600100000E+00,2.3280030000E+00,1.3192017000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na005,log,factor,6.5400100000E+00,1.9620030000E+00,1.1118017000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na006,log,factor,1.9360000000E+01,5.8080000000E+00,3.2912000000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na007,log,factor,1.3647000000E+02,4.0941000000E+01,2.3199900000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na008,log,factor,5.7530100000E+01,1.7259030000E+01,9.7801170000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na009,log,factor,7.1200100000E+00,2.1360030000E+00,1.2104017000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na010,log,factor,2.6440000000E+01,7.9320000000E+00,4.4948000000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na011,log,factor,1.3444000000E+02,4.0332000000E+01,2.2854800000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na012,log,factor,1.3142000000E+02,3.9426000000E+01,2.2341400000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na013,log,factor,4.6620000000E+01,1.3986000000E+01,7.9254000000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na014,log,factor,4.5490000000E+01,1.3647000000E+01,7.7333000000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na015,log,factor,1.8047000000E+02,5.4141000000E+01,3.0679900000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na016,log,factor,7.4040100000E+01,2.2212030000E+01,1.2586817000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na017,log,factor,4.9320000000E+01,1.4796000000E+01,8.3844000000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na018,log,factor,2.5645000000E+02,7.6935000000E+01,4.3596500000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na019,log,factor,1.5002000000E+02,4.5006000000E+01,2.5503400000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na020,log,factor,1.6850000000E+02,5.0550000000E+01,2.8645000000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na021,log,factor,4.4630000000E+01,1.3389000000E+01,7.5871000000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na022,log,factor,2.3991000000E+02,7.1973000000E+01,4.0784700000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na023,log,factor,2.6799000000E+02,8.0397000000E+01,4.5558300000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na024,log,factor,3.9890000000E+01,1.1967000000E+01,6.7813000000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na025,log,factor,1.9629000000E+02,5.8887000000E+01,3.3369300000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na026,log,factor,1.4789000000E+02,4.4367000000E+01,2.5141300000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na027,log,factor,5.5590100000E+01,1.6677030000E+01,9.4503170000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na028,log,factor,2.3880000000E+02,7.1640000000E+01,4.0596000000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na029,log,factor,1.7135000000E+02,5.1405000000E+01,2.9129500000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na030,log,factor,5.2167100000E+02,1.5650130000E+02,8.8684070000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na031,log,factor,9.1236100000E+02,2.7370830000E+02,1.5510137000E+03,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na032,log,factor,2.0705000000E+02,6.2115000000E+01,3.5198500000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na033,log,factor,2.2596000000E+02,6.7788000000E+01,3.8413200000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na034,log,factor,3.9516000000E+02,1.1854800000E+02,6.7177200000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na035,log,factor,1.5038000000E+02,4.5114000000E+01,2.5564600000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na036,log,factor,1.6941000000E+02,5.0823000000E+01,2.8799700000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4000,log,factor,8.6181100000E+02,2.5854330000E+02,1.4650787000E+03,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4001,log,factor,5.2308100000E+02,1.5692430000E+02,8.8923770000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4002,log,factor,4.3065000000E+02,1.2919500000E+02,7.3210500000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4003,log,factor,3.9747000000E+02,1.1924100000E+02,6.7569900000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4004,log,factor,4.0736000000E+02,1.2220800000E+02,6.9251200000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4005,log,factor,4.0833000000E+02,1.2249900000E+02,6.9416100000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4006,log,factor,3.8904000000E+02,1.1671200000E+02,6.6136800000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4007,log,factor,3.5908000000E+02,1.0772400000E+02,6.1043600000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4008,log,factor,4.0086000000E+02,1.2025800000E+02,6.8146200000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4009,log,factor,3.4469000000E+02,1.0340700000E+02,5.8597300000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4010,log,factor,3.4942000000E+02,1.0482600000E+02,5.9401400000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4011,log,factor,1.5587000000E+02,4.6761000000E+01,2.6497900000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4012,log,factor,1.3635000000E+02,4.0905000000E+01,2.3179500000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4013,log,factor,8.5540100000E+01,2.5662030000E+01,1.4541817000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4014,log,factor,1.9688000000E+02,5.9064000000E+01,3.3469600000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4015,log,factor,1.7276000000E+02,5.1828000000E+01,2.9369200000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4016,log,factor,9.5730100000E+01,2.8719030000E+01,1.6274117000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4017,log,factor,7.3960100000E+01,2.2188030000E+01,1.2573217000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4018,log,factor,1.2349000000E+02,3.7047000000E+01,2.0993300000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4019,log,factor,1.5232000000E+02,4.5696000000E+01,2.5894400000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4020,log,factor,1.6635000000E+02,4.9905000000E+01,2.8279500000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4021,log,factor,6.6440100000E+01,1.9932030000E+01,1.1294817000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4022,log,factor,9.1750100000E+01,2.7525030000E+01,1.5597517000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4023,log,factor,9.3700100000E+01,2.8110030000E+01,1.5929017000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4024,log,factor,7.6500100000E+01,2.2950030000E+01,1.3005017000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4025,log,factor,7.9310100000E+01,2.3793030000E+01,1.3482717000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4026,log,factor,8.3080100000E+01,2.4924030000E+01,1.4123617000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4027,log,factor,5.4090100000E+01,1.6227030000E+01,9.1953170000E+01,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4028,log,factor,1.3054000000E+02,3.9162000000E+01,2.2191800000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4029,log,factor,1.1553000000E+02,3.4659000000E+01,1.9640100000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4030,log,factor,2.3501000000E+02,7.0503000000E+01,3.9951700000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4031,log,factor,1.8343000000E+02,5.5029000000E+01,3.1183100000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4032,log,factor,2.8662000000E+02,8.5986000000E+01,4.8725400000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4033,log,factor,2.2659000000E+02,6.7977000000E+01,3.8520300000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4034,log,factor,2.3969000000E+02,7.1907000000E+01,4.0747300000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4035,log,factor,3.4393000000E+02,1.0317900000E+02,5.8468100000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4036,log,factor,3.7163000000E+02,1.1148900000E+02,6.3177100000E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
